 I    | PH(0 0), PH(0 1), PH(1 0), PH(1 1)  | PR(0 0), PR(0 1), PR(1 0), PR(1 1)  | AH(0), AH(1)  | AR(0), AR(1)
184|3.93399,0.0478876,0.0478876,0.0291237 | 9.67846,0.443332,0.443332,0.0322207 | 0.0219377,-2.44779e-05 | -2.58314,-0.180173
185|3.93382,0.0478886,0.0478886,0.0291217 | 9.68105,0.443476,0.443476,0.0322273 | 0.0216625,-1.63636e-05 | -2.58396,-0.1802
186|3.93365,0.0478895,0.0478895,0.0291197 | 9.68363,0.44362,0.44362,0.0322338 | 0.0213876,-8.25066e-06 | -2.58478,-0.180227
187|3.93347,0.0478905,0.0478905,0.0291177 | 9.68621,0.443764,0.443764,0.0322403 | 0.021113,-1.44799e-07 | -2.58559,-0.180254
188|3.9333,0.0478914,0.0478914,0.0291158 | 9.68879,0.443908,0.443908,0.0322468 | 0.0208387,7.95556e-06 | -2.5864,-0.18028
189|3.93313,0.0478923,0.0478923,0.0291138 | 9.69138,0.444052,0.444052,0.0322534 | 0.0205647,1.60527e-05 | -2.58721,-0.180306
190|3.93296,0.0478933,0.0478933,0.0291118 | 9.69396,0.444196,0.444196,0.0322599 | 0.020291,2.41433e-05 | -2.58802,-0.180332
191|3.93278,0.0478942,0.0478942,0.0291098 | 9.69654,0.44434,0.44434,0.0322664 | 0.0200175,3.22295e-05 | -2.58882,-0.180358
192|3.93261,0.0478951,0.0478951,0.0291078 | 9.69912,0.444483,0.444483,0.0322729 | 0.0197444,4.03106e-05 | -2.58962,-0.180384
193|3.93244,0.047896,0.047896,0.0291059 | 9.70171,0.444627,0.444627,0.0322794 | 0.0194716,4.8386e-05 | -2.59041,-0.180409
194|3.93227,0.0478969,0.0478969,0.0291039 | 9.70429,0.444771,0.444771,0.032286 | 0.0191991,5.64579e-05 | -2.5912,-0.180434
195|3.9321,0.0478978,0.0478978,0.0291019 | 9.70687,0.444915,0.444915,0.0322925 | 0.0189269,6.45231e-05 | -2.59199,-0.180459
196|3.93193,0.0478987,0.0478987,0.0290999 | 9.70946,0.445059,0.445059,0.032299 | 0.018655,7.25835e-05 | -2.59278,-0.180484
197|3.93176,0.0478996,0.0478996,0.0290979 | 9.71204,0.445203,0.445203,0.0323055 | 0.0183834,8.06386e-05 | -2.59356,-0.180508
198|3.93159,0.0479005,0.0479005,0.029096 | 9.71463,0.445346,0.445346,0.032312 | 0.0181121,8.86875e-05 | -2.59433,-0.180532
199|3.93142,0.0479013,0.0479013,0.029094 | 9.71721,0.44549,0.44549,0.0323186 | 0.0178411,9.67325e-05 | -2.59511,-0.180556
200|3.93125,0.0479022,0.0479022,0.029092 | 9.7198,0.445634,0.445634,0.0323251 | 0.0175704,0.000104773 | -2.59588,-0.18058
201|3.93108,0.0479031,0.0479031,0.02909 | 9.72238,0.445778,0.445778,0.0323316 | 0.0173,0.000112807 | -2.59665,-0.180604
202|3.93091,0.0479039,0.0479039,0.029088 | 9.72497,0.445922,0.445922,0.0323381 | 0.01703,0.000120834 | -2.59741,-0.180627
203|3.93074,0.0479048,0.0479048,0.0290861 | 9.72755,0.446065,0.446065,0.0323446 | 0.0167602,0.000128855 | -2.59817,-0.18065
204|3.93057,0.0479056,0.0479056,0.0290841 | 9.73013,0.446209,0.446209,0.0323511 | 0.0164908,0.000136871 | -2.59893,-0.180673
205|3.9304,0.0479065,0.0479065,0.0290821 | 9.73272,0.446353,0.446353,0.0323576 | 0.0162216,0.000144882 | -2.59969,-0.180696
206|3.93024,0.0479073,0.0479073,0.0290801 | 9.7353,0.446497,0.446497,0.0323642 | 0.0159528,0.000152887 | -2.60044,-0.180718
207|3.93007,0.0479081,0.0479081,0.0290782 | 9.73789,0.44664,0.44664,0.0323707 | 0.0156843,0.000160886 | -2.60118,-0.18074
208|3.9299,0.047909,0.047909,0.0290762 | 9.74048,0.446784,0.446784,0.0323772 | 0.0154161,0.000168881 | -2.60193,-0.180762
209|3.92973,0.0479098,0.0479098,0.0290742 | 9.74306,0.446928,0.446928,0.0323837 | 0.0151483,0.000176869 | -2.60267,-0.180784
210|3.92957,0.0479106,0.0479106,0.0290722 | 9.74565,0.447072,0.447072,0.0323902 | 0.0148807,0.00018485 | -2.60341,-0.180806
211|3.9294,0.0479114,0.0479114,0.0290703 | 9.74823,0.447215,0.447215,0.0323967 | 0.0146135,0.000192826 | -2.60414,-0.180827
212|3.92923,0.0479122,0.0479122,0.0290683 | 9.75082,0.447359,0.447359,0.0324032 | 0.0143466,0.000200794 | -2.60487,-0.180848
213|3.92907,0.047913,0.047913,0.0290663 | 9.7534,0.447503,0.447503,0.0324097 | 0.01408,0.000208757 | -2.6056,-0.180869
214|3.9289,0.0479138,0.0479138,0.0290643 | 9.75599,0.447646,0.447646,0.0324163 | 0.0138137,0.000216714 | -2.60632,-0.18089
215|3.92874,0.0479146,0.0479146,0.0290623 | 9.75857,0.44779,0.44779,0.0324228 | 0.0135478,0.000224665 | -2.60704,-0.18091
216|3.92857,0.0479154,0.0479154,0.0290604 | 9.76116,0.447934,0.447934,0.0324293 | 0.0132822,0.000232611 | -2.60776,-0.18093
217|3.92841,0.0479162,0.0479162,0.0290584 | 9.76375,0.448077,0.448077,0.0324358 | 0.0130169,0.00024055 | -2.60847,-0.18095
218|3.92824,0.047917,0.047917,0.0290564 | 9.76633,0.448221,0.448221,0.0324423 | 0.0127519,0.000248484 | -2.60918,-0.18097
219|3.92808,0.0479177,0.0479177,0.0290544 | 9.76892,0.448364,0.448364,0.0324488 | 0.0124873,0.000256409 | -2.60989,-0.18099
220|3.92791,0.0479185,0.0479185,0.0290525 | 9.7715,0.448508,0.448508,0.0324553 | 0.012223,0.000264326 | -2.61059,-0.181009
221|3.92775,0.0479192,0.0479192,0.0290505 | 9.77409,0.448652,0.448652,0.0324618 | 0.011959,0.000272241 | -2.61129,-0.181028
222|3.92758,0.04792,0.04792,0.0290485 | 9.77667,0.448795,0.448795,0.0324683 | 0.0116953,0.000280147 | -2.61198,-0.181047
223|3.92742,0.0479207,0.0479207,0.0290466 | 9.77926,0.448939,0.448939,0.0324748 | 0.011432,0.000288047 | -2.61268,-0.181066
224|3.92726,0.0479215,0.0479215,0.0290446 | 9.78185,0.449082,0.449082,0.0324813 | 0.011169,0.000295942 | -2.61336,-0.181084
225|3.92709,0.0479222,0.0479222,0.0290426 | 9.78443,0.449226,0.449226,0.0324878 | 0.0109064,0.00030383 | -2.61405,-0.181103
226|3.92693,0.047923,0.047923,0.0290406 | 9.78702,0.449369,0.449369,0.0324943 | 0.010644,0.000311713 | -2.61473,-0.181121
227|3.92677,0.0479237,0.0479237,0.0290387 | 9.7896,0.449513,0.449513,0.0325008 | 0.0103821,0.000319586 | -2.61541,-0.181138
228|3.92661,0.0479244,0.0479244,0.0290367 | 9.79219,0.449656,0.449656,0.0325073 | 0.0101204,0.000327452 | -2.61608,-0.181156
229|3.92644,0.0479251,0.0479251,0.0290347 | 9.79477,0.4498,0.4498,0.0325138 | 0.00985908,0.000335312 | -2.61676,-0.181173
230|3.92628,0.0479258,0.0479258,0.0290327 | 9.79736,0.449943,0.449943,0.0325203 | 0.00959809,0.000343162 | -2.61742,-0.18119
231|3.92612,0.0479265,0.0479265,0.0290308 | 9.79994,0.450087,0.450087,0.0325268 | 0.00933745,0.000351009 | -2.61809,-0.181207
232|3.92596,0.0479272,0.0479272,0.0290288 | 9.80253,0.45023,0.45023,0.0325333 | 0.00907714,0.000358848 | -2.61875,-0.181224
233|3.9258,0.0479279,0.0479279,0.0290268 | 9.80512,0.450373,0.450373,0.0325398 | 0.00881717,0.000366681 | -2.6194,-0.18124
234|3.92564,0.0479286,0.0479286,0.0290249 | 9.8077,0.450517,0.450517,0.0325463 | 0.00855755,0.000374508 | -2.62006,-0.181257
235|3.92548,0.0479293,0.0479293,0.0290229 | 9.81029,0.45066,0.45066,0.0325527 | 0.00829826,0.000382326 | -2.62071,-0.181273
236|3.92532,0.04793,0.04793,0.0290209 | 9.81287,0.450803,0.450803,0.0325592 | 0.00803932,0.000390139 | -2.62136,-0.181288
237|3.92516,0.0479307,0.0479307,0.029019 | 9.81546,0.450947,0.450947,0.0325657 | 0.00778072,0.000397942 | -2.622,-0.181304
238|3.925,0.0479313,0.0479313,0.029017 | 9.81804,0.45109,0.45109,0.0325722 | 0.00752247,0.00040574 | -2.62264,-0.181319
239|3.92484,0.047932,0.047932,0.029015 | 9.82063,0.451233,0.451233,0.0325787 | 0.00726456,0.000413531 | -2.62327,-0.181334
240|3.92468,0.0479326,0.0479326,0.029013 | 9.82321,0.451377,0.451377,0.0325852 | 0.007007,0.000421313 | -2.62391,-0.181349
241|3.92452,0.0479333,0.0479333,0.0290111 | 9.8258,0.45152,0.45152,0.0325917 | 0.00674979,0.000429089 | -2.62454,-0.181364
242|3.92436,0.0479339,0.0479339,0.0290091 | 9.82838,0.451663,0.451663,0.0325982 | 0.00649292,0.000436858 | -2.62516,-0.181378
243|3.9242,0.0479346,0.0479346,0.0290071 | 9.83096,0.451806,0.451806,0.0326046 | 0.0062364,0.000444616 | -2.62578,-0.181393
244|3.92405,0.0479352,0.0479352,0.0290052 | 9.83355,0.451949,0.451949,0.0326111 | 0.00598023,0.000452369 | -2.6264,-0.181407
245|3.92389,0.0479359,0.0479359,0.0290032 | 9.83613,0.452092,0.452092,0.0326176 | 0.00572441,0.000460115 | -2.62702,-0.18142
246|3.92373,0.0479365,0.0479365,0.0290012 | 9.83872,0.452236,0.452236,0.0326241 | 0.00546894,0.000467854 | -2.62763,-0.181434
247|3.92357,0.0479371,0.0479371,0.0289993 | 9.8413,0.452379,0.452379,0.0326306 | 0.00521382,0.000475585 | -2.62823,-0.181447
248|3.92342,0.0479377,0.0479377,0.0289973 | 9.84388,0.452522,0.452522,0.032637 | 0.00495906,0.000483306 | -2.62884,-0.18146
249|3.92326,0.0479383,0.0479383,0.0289953 | 9.84647,0.452665,0.452665,0.0326435 | 0.00470464,0.000491021 | -2.62944,-0.181473
250|3.9231,0.0479389,0.0479389,0.0289934 | 9.84905,0.452808,0.452808,0.03265 | 0.00445058,0.000498727 | -2.63004,-0.181486
251|3.92295,0.0479395,0.0479395,0.0289914 | 9.85163,0.452951,0.452951,0.0326565 | 0.00419687,0.000506427 | -2.63063,-0.181498
252|3.92279,0.0479401,0.0479401,0.0289895 | 9.85422,0.453094,0.453094,0.0326629 | 0.00394353,0.00051412 | -2.63122,-0.18151
253|3.92263,0.0479407,0.0479407,0.0289875 | 9.8568,0.453237,0.453237,0.0326694 | 0.00369054,0.000521804 | -2.6318,-0.181522
254|3.92248,0.0479413,0.0479413,0.0289855 | 9.85938,0.45338,0.45338,0.0326759 | 0.0034379,0.000529478 | -2.63239,-0.181534
255|3.92232,0.0479419,0.0479419,0.0289836 | 9.86196,0.453523,0.453523,0.0326823 | 0.00318562,0.000537147 | -2.63297,-0.181545
256|3.92217,0.0479425,0.0479425,0.0289816 | 9.86455,0.453665,0.453665,0.0326888 | 0.00293371,0.000544808 | -2.63354,-0.181557
257|3.92201,0.047943,0.047943,0.0289796 | 9.86713,0.453808,0.453808,0.0326953 | 0.00268215,0.000552462 | -2.63411,-0.181568
258|3.92186,0.0479436,0.0479436,0.0289777 | 9.86971,0.453951,0.453951,0.0327017 | 0.00243096,0.000560107 | -2.63468,-0.181579
259|3.92171,0.0479442,0.0479442,0.0289757 | 9.87229,0.454094,0.454094,0.0327082 | 0.00218013,0.000567745 | -2.63524,-0.181589
260|3.92155,0.0479447,0.0479447,0.0289738 | 9.87487,0.454237,0.454237,0.0327146 | 0.00192966,0.000575373 | -2.63581,-0.1816
261|3.9214,0.0479453,0.0479453,0.0289718 | 9.87745,0.45438,0.45438,0.0327211 | 0.00167955,0.000582991 | -2.63636,-0.18161
262|3.92124,0.0479458,0.0479458,0.0289698 | 9.88003,0.454522,0.454522,0.0327276 | 0.00142981,0.000590603 | -2.63692,-0.18162
263|3.92109,0.0479463,0.0479463,0.0289679 | 9.88262,0.454665,0.454665,0.032734 | 0.00118042,0.000598204 | -2.63747,-0.181629
264|3.92094,0.0479469,0.0479469,0.0289659 | 9.8852,0.454808,0.454808,0.0327405 | 0.000931403,0.000605799 | -2.63801,-0.181639
265|3.92079,0.0479474,0.0479474,0.028964 | 9.88778,0.45495,0.45495,0.0327469 | 0.000682756,0.000613388 | -2.63856,-0.181648
266|3.92063,0.0479479,0.0479479,0.028962 | 9.89036,0.455093,0.455093,0.0327534 | 0.000434474,0.000620967 | -2.63909,-0.181657
267|3.92048,0.0479484,0.0479484,0.02896 | 9.89293,0.455235,0.455235,0.0327598 | 0.00018656,0.000628538 | -2.63963,-0.181666
268|3.92033,0.0479489,0.0479489,0.0289581 | 9.89551,0.455378,0.455378,0.0327663 | -6.09857e-05,0.0006361 | -2.64016,-0.181674
269|3.92018,0.0479495,0.0479495,0.0289561 | 9.89809,0.455521,0.455521,0.0327727 | -0.000308169,0.000643651 | -2.64069,-0.181683
270|3.92003,0.04795,0.04795,0.0289542 | 9.90067,0.455663,0.455663,0.0327792 | -0.000554975,0.000651197 | -2.64122,-0.181691
271|3.91988,0.0479505,0.0479505,0.0289522 | 9.90325,0.455805,0.455805,0.0327856 | -0.00080141,0.000658735 | -2.64174,-0.181699
272|3.91973,0.0479509,0.0479509,0.0289503 | 9.90583,0.455948,0.455948,0.0327921 | -0.00104747,0.000666266 | -2.64225,-0.181706
273|3.91957,0.0479514,0.0479514,0.0289483 | 9.90841,0.45609,0.45609,0.0327985 | -0.00129316,0.000673783 | -2.64277,-0.181714
274|3.91942,0.0479519,0.0479519,0.0289463 | 9.91098,0.456233,0.456233,0.0328049 | -0.00153848,0.000681294 | -2.64328,-0.181721
275|3.91927,0.0479524,0.0479524,0.0289444 | 9.91356,0.456375,0.456375,0.0328114 | -0.00178343,0.000688796 | -2.64378,-0.181728
276|3.91912,0.0479529,0.0479529,0.0289424 | 9.91614,0.456517,0.456517,0.0328178 | -0.002028,0.00069629 | -2.64429,-0.181734
277|3.91898,0.0479533,0.0479533,0.0289405 | 9.91871,0.45666,0.45666,0.0328243 | -0.00227219,0.000703775 | -2.64479,-0.181741
278|3.91883,0.0479538,0.0479538,0.0289385 | 9.92129,0.456802,0.456802,0.0328307 | -0.00251601,0.000711251 | -2.64528,-0.181747
279|3.91868,0.0479543,0.0479543,0.0289366 | 9.92387,0.456944,0.456944,0.0328371 | -0.00275945,0.000718719 | -2.64577,-0.181753
280|3.91853,0.0479547,0.0479547,0.0289346 | 9.92644,0.457086,0.457086,0.0328436 | -0.00300252,0.000726175 | -2.64626,-0.181759
281|3.91838,0.0479552,0.0479552,0.0289327 | 9.92902,0.457228,0.457228,0.03285 | -0.00324521,0.000733623 | -2.64674,-0.181765
282|3.91823,0.0479556,0.0479556,0.0289307 | 9.93159,0.457371,0.457371,0.0328564 | -0.00348752,0.000741065 | -2.64723,-0.18177
283|3.91808,0.047956,0.047956,0.0289288 | 9.93416,0.457513,0.457513,0.0328628 | -0.00372945,0.000748495 | -2.6477,-0.181775
284|3.91794,0.0479565,0.0479565,0.0289268 | 9.93674,0.457655,0.457655,0.0328693 | -0.00397101,0.000755914 | -2.64818,-0.18178
285|3.91779,0.0479569,0.0479569,0.0289249 | 9.93931,0.457797,0.457797,0.0328757 | -0.00421218,0.00076333 | -2.64865,-0.181785
286|3.91764,0.0479573,0.0479573,0.0289229 | 9.94189,0.457939,0.457939,0.0328821 | -0.00445297,0.000770734 | -2.64911,-0.181789
287|3.91749,0.0479577,0.0479577,0.028921 | 9.94446,0.458081,0.458081,0.0328885 | -0.00469338,0.000778128 | -2.64957,-0.181793
288|3.91735,0.0479581,0.0479581,0.028919 | 9.94703,0.458223,0.458223,0.0328949 | -0.0049334,0.000785515 | -2.65003,-0.181797
289|3.9172,0.0479585,0.0479585,0.0289171 | 9.9496,0.458364,0.458364,0.0329014 | -0.00517304,0.00079289 | -2.65049,-0.181801
290|3.91706,0.047959,0.047959,0.0289151 | 9.95217,0.458506,0.458506,0.0329078 | -0.0054123,0.000800258 | -2.65094,-0.181805
291|3.91691,0.0479594,0.0479594,0.0289132 | 9.95475,0.458648,0.458648,0.0329142 | -0.00565117,0.000807616 | -2.65139,-0.181808
292|3.91676,0.0479598,0.0479598,0.0289113 | 9.95732,0.45879,0.45879,0.0329206 | -0.00588965,0.000814966 | -2.65183,-0.181811
293|3.91662,0.0479601,0.0479601,0.0289093 | 9.95989,0.458932,0.458932,0.032927 | -0.00612775,0.000822305 | -2.65227,-0.181814
294|3.91647,0.0479605,0.0479605,0.0289074 | 9.96246,0.459073,0.459073,0.0329334 | -0.00636547,0.000829634 | -2.65271,-0.181817
295|3.91633,0.0479609,0.0479609,0.0289054 | 9.96503,0.459215,0.459215,0.0329398 | -0.0066028,0.000836953 | -2.65314,-0.181819
296|3.91618,0.0479613,0.0479613,0.0289035 | 9.96759,0.459356,0.459356,0.0329462 | -0.00683974,0.000844262 | -2.65357,-0.181821
297|3.91604,0.0479616,0.0479616,0.0289015 | 9.97016,0.459498,0.459498,0.0329526 | -0.0070763,0.000851563 | -2.65399,-0.181823
298|3.9159,0.047962,0.047962,0.0288996 | 9.97273,0.45964,0.45964,0.032959 | -0.00731246,0.000858855 | -2.65442,-0.181825
299|3.91575,0.0479623,0.0479623,0.0288977 | 9.9753,0.459781,0.459781,0.0329654 | -0.00754823,0.000866137 | -2.65483,-0.181826
300|3.91561,0.0479627,0.0479627,0.0288957 | 9.97787,0.459923,0.459923,0.0329718 | -0.00778362,0.000873408 | -2.65525,-0.181828
301|3.91546,0.0479631,0.0479631,0.0288938 | 9.98043,0.460064,0.460064,0.0329782 | -0.00801862,0.00088067 | -2.65566,-0.181829
302|3.91532,0.0479634,0.0479634,0.0288918 | 9.983,0.460205,0.460205,0.0329846 | -0.00825322,0.000887925 | -2.65607,-0.18183
303|3.91518,0.0479637,0.0479637,0.0288899 | 9.98556,0.460347,0.460347,0.032991 | -0.00848742,0.000895168 | -2.65647,-0.18183
304|3.91504,0.0479641,0.0479641,0.028888 | 9.98813,0.460488,0.460488,0.0329974 | -0.00872124,0.000902403 | -2.65687,-0.18183
305|3.91489,0.0479644,0.0479644,0.028886 | 9.99069,0.460629,0.460629,0.0330037 | -0.00895466,0.000909627 | -2.65726,-0.181831
306|3.91475,0.0479647,0.0479647,0.0288841 | 9.99326,0.46077,0.46077,0.0330101 | -0.00918769,0.00091684 | -2.65766,-0.18183
307|3.91461,0.047965,0.047965,0.0288822 | 9.99582,0.460912,0.460912,0.0330165 | -0.00942033,0.000924044 | -2.65804,-0.18183
308|3.91447,0.0479654,0.0479654,0.0288802 | 9.99838,0.461053,0.461053,0.0330229 | -0.00965256,0.00093124 | -2.65843,-0.18183
309|3.91433,0.0479657,0.0479657,0.0288783 | 10.0009,0.461194,0.461194,0.0330293 | -0.0098844,0.000938425 | -2.65881,-0.181829
310|3.91419,0.047966,0.047966,0.0288764 | 10.0035,0.461335,0.461335,0.0330356 | -0.0101158,0.000945599 | -2.65919,-0.181828
311|3.91405,0.0479663,0.0479663,0.0288744 | 10.0061,0.461476,0.461476,0.033042 | -0.0103469,0.000952762 | -2.65956,-0.181827
312|3.9139,0.0479666,0.0479666,0.0288725 | 10.0086,0.461617,0.461617,0.0330484 | -0.0105776,0.000959916 | -2.65993,-0.181825
313|3.91376,0.0479669,0.0479669,0.0288706 | 10.0112,0.461758,0.461758,0.0330547 | -0.0108078,0.000967061 | -2.66029,-0.181823
314|3.91362,0.0479671,0.0479671,0.0288686 | 10.0138,0.461899,0.461899,0.0330611 | -0.0110377,0.000974193 | -2.66066,-0.181821
315|3.91348,0.0479674,0.0479674,0.0288667 | 10.0163,0.462039,0.462039,0.0330675 | -0.0112671,0.000981317 | -2.66101,-0.181819
316|3.91334,0.0479677,0.0479677,0.0288648 | 10.0189,0.46218,0.46218,0.0330738 | -0.0114962,0.000988431 | -2.66137,-0.181817
317|3.91321,0.047968,0.047968,0.0288628 | 10.0214,0.462321,0.462321,0.0330802 | -0.0117248,0.000995536 | -2.66172,-0.181814
318|3.91307,0.0479682,0.0479682,0.0288609 | 10.024,0.462462,0.462462,0.0330865 | -0.0119531,0.00100263 | -2.66207,-0.181811
319|3.91293,0.0479685,0.0479685,0.028859 | 10.0265,0.462602,0.462602,0.0330929 | -0.0121809,0.00100972 | -2.66241,-0.181808
320|3.91279,0.0479688,0.0479688,0.0288571 | 10.0291,0.462743,0.462743,0.0330993 | -0.0124084,0.00101679 | -2.66275,-0.181805
321|3.91265,0.047969,0.047969,0.0288551 | 10.0317,0.462884,0.462884,0.0331056 | -0.0126354,0.00102385 | -2.66309,-0.181802
322|3.91251,0.0479693,0.0479693,0.0288532 | 10.0342,0.463024,0.463024,0.033112 | -0.0128621,0.0010309 | -2.66342,-0.181798
323|3.91238,0.0479695,0.0479695,0.0288513 | 10.0368,0.463165,0.463165,0.0331183 | -0.0130883,0.00103794 | -2.66375,-0.181794
324|3.91224,0.0479697,0.0479697,0.0288493 | 10.0393,0.463305,0.463305,0.0331246 | -0.0133142,0.00104497 | -2.66407,-0.18179
325|3.9121,0.04797,0.04797,0.0288474 | 10.0419,0.463445,0.463445,0.033131 | -0.0135396,0.00105199 | -2.66439,-0.181785
326|3.91196,0.0479702,0.0479702,0.0288455 | 10.0444,0.463586,0.463586,0.0331373 | -0.0137646,0.001059 | -2.66471,-0.18178
327|3.91183,0.0479704,0.0479704,0.0288436 | 10.047,0.463726,0.463726,0.0331437 | -0.0139893,0.00106601 | -2.66502,-0.181776
328|3.91169,0.0479706,0.0479706,0.0288417 | 10.0495,0.463866,0.463866,0.03315 | -0.0142135,0.001073 | -2.66533,-0.18177
329|3.91155,0.0479708,0.0479708,0.0288397 | 10.0521,0.464006,0.464006,0.0331563 | -0.0144373,0.00107998 | -2.66564,-0.181765
330|3.91142,0.0479711,0.0479711,0.0288378 | 10.0546,0.464146,0.464146,0.0331627 | -0.0146607,0.00108694 | -2.66594,-0.18176
331|3.91128,0.0479713,0.0479713,0.0288359 | 10.0572,0.464287,0.464287,0.033169 | -0.0148837,0.0010939 | -2.66624,-0.181754
332|3.91115,0.0479715,0.0479715,0.028834 | 10.0597,0.464427,0.464427,0.0331753 | -0.0151063,0.00110085 | -2.66653,-0.181748
333|3.91101,0.0479717,0.0479717,0.0288321 | 10.0623,0.464567,0.464567,0.0331816 | -0.0153285,0.00110778 | -2.66682,-0.181741
334|3.91088,0.0479718,0.0479718,0.0288301 | 10.0648,0.464707,0.464707,0.033188 | -0.0155502,0.00111471 | -2.66711,-0.181735
335|3.91074,0.047972,0.047972,0.0288282 | 10.0674,0.464846,0.464846,0.0331943 | -0.0157716,0.00112162 | -2.6674,-0.181728
336|3.91061,0.0479722,0.0479722,0.0288263 | 10.0699,0.464986,0.464986,0.0332006 | -0.0159926,0.00112853 | -2.66767,-0.181721
337|3.91047,0.0479724,0.0479724,0.0288244 | 10.0725,0.465126,0.465126,0.0332069 | -0.0162131,0.00113542 | -2.66795,-0.181714
338|3.91034,0.0479726,0.0479726,0.0288225 | 10.075,0.465266,0.465266,0.0332132 | -0.0164332,0.0011423 | -2.66822,-0.181707
339|3.91021,0.0479727,0.0479727,0.0288206 | 10.0776,0.465405,0.465405,0.0332195 | -0.0166529,0.00114917 | -2.66849,-0.181699
340|3.91007,0.0479729,0.0479729,0.0288187 | 10.0801,0.465545,0.465545,0.0332258 | -0.0168723,0.00115604 | -2.66876,-0.181691
341|3.90994,0.0479731,0.0479731,0.0288167 | 10.0826,0.465685,0.465685,0.0332321 | -0.0170911,0.00116289 | -2.66902,-0.181683
342|3.90981,0.0479732,0.0479732,0.0288148 | 10.0852,0.465824,0.465824,0.0332384 | -0.0173096,0.00116972 | -2.66927,-0.181675
343|3.90967,0.0479734,0.0479734,0.0288129 | 10.0877,0.465964,0.465964,0.0332447 | -0.0175277,0.00117655 | -2.66953,-0.181666
344|3.90954,0.0479735,0.0479735,0.028811 | 10.0903,0.466103,0.466103,0.033251 | -0.0177453,0.00118337 | -2.66978,-0.181658
345|3.90941,0.0479736,0.0479736,0.0288091 | 10.0928,0.466242,0.466242,0.0332573 | -0.0179626,0.00119017 | -2.67002,-0.181649
346|3.90928,0.0479738,0.0479738,0.0288072 | 10.0953,0.466382,0.466382,0.0332636 | -0.0181794,0.00119697 | -2.67026,-0.181639
347|3.90914,0.0479739,0.0479739,0.0288053 | 10.0979,0.466521,0.466521,0.0332699 | -0.0183958,0.00120375 | -2.6705,-0.18163
348|3.90901,0.047974,0.047974,0.0288034 | 10.1004,0.46666,0.46666,0.0332762 | -0.0186118,0.00121052 | -2.67074,-0.18162
349|3.90888,0.0479742,0.0479742,0.0288015 | 10.103,0.466799,0.466799,0.0332825 | -0.0188274,0.00121729 | -2.67097,-0.18161
350|3.90875,0.0479743,0.0479743,0.0287996 | 10.1055,0.466939,0.466939,0.0332887 | -0.0190426,0.00122404 | -2.67119,-0.1816
351|3.90862,0.0479744,0.0479744,0.0287977 | 10.108,0.467078,0.467078,0.033295 | -0.0192573,0.00123077 | -2.67142,-0.18159
352|3.90849,0.0479745,0.0479745,0.0287958 | 10.1106,0.467217,0.467217,0.0333013 | -0.0194717,0.0012375 | -2.67163,-0.181579
353|3.90836,0.0479746,0.0479746,0.0287939 | 10.1131,0.467356,0.467356,0.0333076 | -0.0196856,0.00124422 | -2.67185,-0.181569
354|3.90823,0.0479747,0.0479747,0.028792 | 10.1156,0.467494,0.467494,0.0333138 | -0.0198991,0.00125092 | -2.67206,-0.181557
355|3.9081,0.0479748,0.0479748,0.0287901 | 10.1182,0.467633,0.467633,0.0333201 | -0.0201121,0.00125762 | -2.67227,-0.181546
356|3.90797,0.0479749,0.0479749,0.0287882 | 10.1207,0.467772,0.467772,0.0333264 | -0.0203248,0.0012643 | -2.67247,-0.181535
357|3.90784,0.047975,0.047975,0.0287863 | 10.1232,0.467911,0.467911,0.0333326 | -0.020537,0.00127097 | -2.67267,-0.181523
358|3.90771,0.0479751,0.0479751,0.0287844 | 10.1257,0.468049,0.468049,0.0333389 | -0.0207489,0.00127762 | -2.67287,-0.181511
359|3.90758,0.0479751,0.0479751,0.0287825 | 10.1283,0.468188,0.468188,0.0333451 | -0.0209603,0.00128427 | -2.67306,-0.181499
360|3.90745,0.0479752,0.0479752,0.0287806 | 10.1308,0.468326,0.468326,0.0333514 | -0.0211712,0.00129091 | -2.67325,-0.181487
361|3.90733,0.0479753,0.0479753,0.0287787 | 10.1333,0.468465,0.468465,0.0333576 | -0.0213818,0.00129753 | -2.67344,-0.181474
362|3.9072,0.0479753,0.0479753,0.0287768 | 10.1359,0.468603,0.468603,0.0333639 | -0.0215919,0.00130415 | -2.67362,-0.181461
363|3.90707,0.0479754,0.0479754,0.0287749 | 10.1384,0.468742,0.468742,0.0333701 | -0.0218017,0.00131075 | -2.6738,-0.181448
364|3.90694,0.0479755,0.0479755,0.028773 | 10.1409,0.46888,0.46888,0.0333764 | -0.022011,0.00131734 | -2.67397,-0.181435
365|3.90682,0.0479755,0.0479755,0.0287711 | 10.1434,0.469018,0.469018,0.0333826 | -0.0222198,0.00132392 | -2.67414,-0.181421
366|3.90669,0.0479756,0.0479756,0.0287692 | 10.146,0.469157,0.469157,0.0333889 | -0.0224283,0.00133049 | -2.67431,-0.181408
367|3.90656,0.0479756,0.0479756,0.0287673 | 10.1485,0.469295,0.469295,0.0333951 | -0.0226363,0.00133704 | -2.67447,-0.181394
368|3.90644,0.0479756,0.0479756,0.0287654 | 10.151,0.469433,0.469433,0.0334013 | -0.0228439,0.00134359 | -2.67463,-0.181379
369|3.90631,0.0479757,0.0479757,0.0287636 | 10.1535,0.469571,0.469571,0.0334075 | -0.0230511,0.00135012 | -2.67478,-0.181365
